BARRIO,CLIENTE,MNT TRX,PORCENTAJE POR CLIENTE
Los Cambulos,-4.08E+17,171446025,0
Urbanización San Juaquín,-3.88E+18,171263605,0
Guillermo León Valencia,-1.44E+18,171221910,0
Santa Mónica Residencial,-8.71E+18,171170840.5,0
Prados del Norte,-5.73E+18,171115153,0
Prados del Norte,1.08E+18,171115153,0
Prados del Norte,-6.58E+18,171115153,0
San Nicolás,3.44E+18,171062232,0
Urbanización La Flora,6.78E+18,171012688,0
Santa Anita,3.87E+17,170987655,0
El Jardín,-4.13E+18,170964645,0
El Jardín,1.16E+17,170964645,0
El Jardín,-7.46E+18,170964645,0
Ville Grande,-1.20E+18,170937045,0
Ville Grande,4.48E+18,170937045,0
Santa Mónica Residencial,-5.44E+18,170926761.5,0
Urbanización La Flora,-4.80E+18,170845262.5,0
El Calvario,2.36E+18,170843620,0
Belalcazar,3.83E+18,170730495,0
San Nicolás,-1.40E+18,170574195,0
Santa Mónica Residencial,4.43E+18,170498856,0
Santa Mónica Residencial,-7.77E+17,170496095,0
Santa Anita,-3.86E+18,170465070,0
San Nicolás,-3.80E+17,170458431,0
Santa Mónica Residencial,8.77E+18,170451424,0
El Gran Limonar,-5.40E+18,170449873,0
Santa Mónica Residencial,9.33E+17,170416108.5,0
Santa Mónica Residencial,4.32E+18,170406753,0
Centenario,1.67E+18,170406260,0
El Gran Limonar,5.54E+18,170398888,0
Canaveralejo-Seguros Patria,-2.01E+18,170393707,0
Parcelaciones Pance,-2.19E+18,170366925,0
Canaveralejo-Seguros Patria,4.48E+18,170345065,0
Canaveralejo-Seguros Patria,2.01E+18,170345065,0
Canaveralejo-Seguros Patria,-3.94E+18,170345065,0
Canaveralejo-Seguros Patria,-1.68E+18,170345065,0
Canaveralejo-Seguros Patria,-1.79E+18,170345065,0
Canaveralejo-Seguros Patria,2.97E+17,170345065,0
Canaveralejo-Seguros Patria,5.21E+18,170345065,0
Urbanización La Flora,-5.75E+18,170303848,0
Centenario,-3.48E+18,170296125,0
Urbanización San Juaquín,1.78E+18,170287175,0
Chipichape,-4.59E+18,170257440,0
Santa Mónica Residencial,-8.18E+18,170254925.5,0
Urbanización La Flora,-8.53E+18,170239784,0
San Fernando Viejo,-6.06E+17,170239696,0
San Fernando Viejo,4.23E+18,170239696,0
San Pedro,-8.02E+18,170233915.5,0
El Gran Limonar,2.90E+18,170220710,0
El Gran Limonar,-8.12E+18,170213510.5,0
El Gran Limonar,4.63E+18,170213510.5,0
El Gran Limonar,7.30E+18,170205700.5,0
El Gran Limonar,-7.63E+18,170205700.5,0
El Gran Limonar,5.59E+18,170205700.5,0
El Gran Limonar,-5.57E+18,170205700.5,0
San Pedro,-1.56E+18,170155920,0
San Fernando Nuevo,-1.58E+18,170139005,0
San Pedro,-3.75E+18,170125015.5,0
San Pedro,-4.08E+17,170121281,0
Sucre,7.86E+18,170113125,0
El Pondaje,1.29E+17,170109525,0
San Pedro,9.06E+18,170070752.5,0
San Pedro,1.40E+18,170040453,0
San Pedro,5.44E+17,170036344.5,0
San Pedro,9.03E+18,170036344.5,0
San Pedro,-2.98E+18,170036344.5,0
Chipichape,-6.24E+18,170030135,0
San Fernando Nuevo,3.68E+18,170030095,0
San Pedro,2.06E+17,170023573.5,0
Sucre,-1.58E+18,170020160,0
Chipichape,-8.94E+18,169933335,0
Santa Rosa,-1.63E+18,169908964.5,0
Los Portales-Nuevo Rey,6.71E+18,169906525,0
San Vicente,-5.46E+18,169904460,0
Versalles,-3.31E+18,169890303,0
Chipichape,8.52E+18,169872620,0
Quintas de Don Simón,-5.54E+18,169842700,0
Urbanización San Juaquín,4.88E+17,169842315,0
Chipichape,-3.95E+17,169839135,0
Urbanización San Juaquín,4.77E+17,169733765,0
Urbanización San Juaquín,-4.83E+18,169730705,0
Urbanización San Juaquín,-3.42E+17,169670785,0
Urbanización San Juaquín,-6.71E+18,169664465,0
Urbanización San Juaquín,8.23E+18,169616615,0
Urbanización San Juaquín,4.16E+18,169601815,0
Urbanización San Juaquín,-3.57E+18,169590180,0
El Peñón,-3.73E+18,169583744,0
Urbanización San Juaquín,3.12E+18,169554135,0
Urbanización San Juaquín,1.32E+18,169554135,0
Urbanización San Juaquín,5.26E+18,169554135,0
Urbanización San Juaquín,-6.26E+18,169554135,0
Urbanización San Juaquín,-6.45E+17,169554135,0
Urbanización San Juaquín,-6.67E+18,169554135,0
El Calvario,1.68E+18,169489025,0
El Gran Limonar,8.18E+18,169383192,0
Santa Mónica Residencial,-3.07E+18,169296160,0
Santa Mónica Residencial,-4.05E+17,169296160,0
Guayaquil,5.35E+18,169224385,0
Camino Real-Joaquín Borrero,6.94E+18,169217560,0
Saavedra Galindo,1.73E+18,169187835,0
Saavedra Galindo,5.09E+18,169187835,0
Saavedra Galindo,7.12E+18,169187835,0
Saavedra Galindo,4.67E+18,169187835,0
Saavedra Galindo,2.56E+18,169187835,0
Saavedra Galindo,1.88E+18,169187835,0
Saavedra Galindo,-9.16E+18,169187835,0
Saavedra Galindo,8.63E+18,169187835,0
Saavedra Galindo,7.75E+18,169187835,0
Saavedra Galindo,3.68E+18,169187835,0
Saavedra Galindo,4.08E+18,169187835,0
Saavedra Galindo,7.86E+18,169187835,0
Saavedra Galindo,1.37E+18,169187835,0
Saavedra Galindo,-4.65E+18,169187835,0
Saavedra Galindo,-6.13E+18,169187835,0
Chipichape,-3.67E+18,169177825,0
Los Portales-Nuevo Rey,3.70E+18,169146440,0
Los Portales-Nuevo Rey,-1.47E+18,169130240,0
El Gran Limonar,8.49E+18,169040894,0
San Pedro,-5.05E+18,169016914,0
Barrio Obrero,-2.04E+18,168954315,0
Barrio Eucarístico,4.37E+18,168948092.5,0
El Peñón,-5.53E+18,168942235,0
El Peñón,4.25E+18,168902316,0
San Pedro,5.95E+18,168780738.5,0
Santa Rosa,3.73E+18,168740660,0
San Nicolás,-3.47E+18,168701016,0
El Peñón,5.26E+18,168653738,0
Camino Real-Joaquín Borrero,-6.43E+16,168631140,0
Camino Real-Joaquín Borrero,-6.16E+18,168631140,0
San Pedro,-9.02E+18,168601961,0
San Pedro,-1.18E+18,168570765,0
Junin,-1.62E+18,168546015,0
El Cedro,-6.74E+18,168449820,0
San Pedro,3.79E+18,168444083.5,0
San Pedro,6.42E+18,168440129,0
La Merced,7.38E+18,168407045,0
El Calvario,-6.27E+18,168314160,0
Menga,-8.09E+18,168283830,0
Urbanización San Juaquín,-8.43E+17,168280415,0
Urbanización Ciudad Jardín,-3.16E+18,168206840,0
Los Cambulos,-9.43E+16,168168785,0
Urbanización San Juaquín,-7.92E+18,168007090,0
Canaveralejo-Seguros Patria,8.31E+18,167989734,0
Charco Azul,3.30E+18,167929650,0
Prados del Norte,7.82E+18,167904231,0
Urbanización San Juaquín,-6.37E+18,167786560,0
Urbanización San Juaquín,1.94E+18,167749500,0
Urbanización San Juaquín,3.62E+18,167747980,0
Urbanización San Juaquín,-3.56E+17,167739000,0
Urbanización San Juaquín,-1.58E+18,167724065,0
Urbanización San Juaquín,-9.82E+17,167714800,0
Urbanización San Juaquín,-4.87E+18,167714800,0
Urbanización San Juaquín,-9.43E+16,167712030,0
El Peñón,-8.70E+16,167705670,0
Urbanización San Juaquín,3.68E+18,167700150,0
Urbanización San Juaquín,-3.74E+18,167700150,0
El Calvario,-6.48E+18,167618310,0
Santa Mónica Residencial,6.12E+18,167567257,0
Lili,-1.40E+17,167554025,0
San Nicolás,-5.28E+18,167497759,0
Lili,-2.87E+18,167452455,0
Barrio Eucarístico,9.88E+17,167377518,0
San Fernando Nuevo,-3.45E+18,167345125,0
Santa Mónica Belalcazar,-6.02E+18,167292600,0
Unión de Vivienda Popular,-4.76E+18,167282940,0
Prados del Norte,-4.69E+18,167177076,0
San Pedro,7.09E+18,167123445.5,0
San Nicolás,2.24E+18,167031876,0
El Cedro,-3.14E+18,166996016,0
Urbanización San Juaquín,8.78E+18,166951170,0
Ciudad Los Álamos,5.95E+18,166907990,0
Ciudadela Floralia,-6.88E+18,166905975,0
Ciudadela Floralia,-5.72E+18,166905975,0
Ciudadela Floralia,1.03E+18,166905975,0
Ciudadela Floralia,7.14E+18,166905975,0
El Diamante,-7.15E+18,166882725,0
El Diamante,6.74E+18,166882725,0
San Pedro,1.23E+18,166800260,0
Nueva Tequendama,-8.09E+18,166677340,0
La Hacienda,-3.61E+18,166659427,0
Santa Rosa,6.29E+18,166639440,0
Santa Rosa,6.26E+18,166639440,0
Mayapan-Las Vegas,6.33E+18,166510124,0
El Peñón,9.43E+16,166508908.5,0
El Peñón,4.30E+18,166496770,0
El Peñón,-4.41E+18,166496770,0
Quintas de Don Simón,8.00E+18,166491435,0
Santa Rosa,5.21E+18,166454134,0
Urbanización San Juaquín,-4.08E+17,166340920,0
Camino Real-Los Fundadores,6.56E+18,166334725,0
Camino Real-Los Fundadores,8.27E+18,166334725,0
El Cedro,-8.42E+18,166219911,0
San Pedro,-6.35E+18,166196624,0
Panamericano,-6.50E+18,166137405,0
El Peñón,1.80E+18,166098025.5,0
Ciudad Capri,4.94E+18,166037445,0
Urbanización San Juaquín,8.81E+18,165970300,0
Urbanización San Juaquín,7.38E+18,165946085,0
Urbanización San Juaquín,-8.57E+18,165917925,0
Urbanización San Juaquín,5.02E+18,165893995,0
Urbanización Tequendama,-5.23E+18,165873320,0
Urbanización San Juaquín,-6.24E+18,165869925,0
Canaveralejo-Seguros Patria,-6.76E+17,165801372,0
Champagnat,5.09E+18,165796202,0
Prados del Norte,1.20E+17,165789712,0
Urbanización La Merced,-6.07E+18,165772030,0
Urbanización San Juaquín,3.02E+17,165747245,0
Santa Mónica Belalcazar,2.73E+18,165710940,0
Ciudadela del Río,1.22E+17,165665535,0
Ciudadela del Río,-1.96E+17,165665535,0
Santa Mónica Residencial,-5.64E+18,165650188,0
Juanambu,5.08E+18,165559800,0
Urbanización San Juaquín,8.88E+17,165516035,0
Ciudad Campestre,-5.77E+18,165513570,0
Ciudad Campestre,-1.81E+18,165513570,0
Santa Mónica Residencial,-3.11E+17,165513562.5,0
El Peñón,4.89E+18,165508469.5,0
Belalcazar,-8.30E+18,165427975,0
San Nicolás,-4.48E+18,165421311,0
San Fernando Viejo,-1.65E+18,165323026,0
Camino Real-Joaquín Borrero,-6.24E+18,165249260,0
Guayaquil,-1.69E+18,165230208,0
Guayaquil,-6.06E+18,165230208,0
Ciudad Los Álamos,5.59E+18,165224850,0
Centenario,6.73E+18,165210780,0
San Juan Bosco,-8.25E+18,165115320,0
Prados del Norte,8.14E+18,165089842.5,0
Belalcazar,3.16E+18,165013350,0
La Alianza,7.43E+17,164988255,0
Versalles,-6.19E+18,164970652,0
Barrio Eucarístico,-1.69E+18,164970190,0
Urbanización San Juaquín,-3.12E+18,164843845,0
Lili,-9.10E+18,164809965,0
Urbanización San Juaquín,-7.40E+18,164796255,0
San Nicolás,-8.93E+18,164728806,0
Urbanización San Juaquín,6.22E+18,164695205,0
Torres de Comfandi,-6.18E+18,164600280,0
Torres de Comfandi,1.86E+18,164600280,0
Torres de Comfandi,4.25E+18,164600280,0
Guayaquil,-1.60E+18,164594529,0
Canaveralejo-Seguros Patria,-3.93E+18,164584860,0
Canaveralejo-Seguros Patria,-8.17E+18,164584860,0
San Vicente,-1.58E+18,164564829,0
San Vicente,-3.86E+18,164564829,0
San Vicente,2.36E+18,164564829,0
San Vicente,-9.07E+18,164564829,0
San Vicente,6.86E+18,164564829,0
San Nicolás,5.81E+18,164387212,0
Flora Industrial,-5.79E+18,164300430,0
Flora Industrial,6.74E+18,164300430,0
Urbanización San Juaquín,7.69E+18,164229915,0
El Cedro,5.65E+18,164220958,0
El Peñón,7.74E+18,164200267,0
El Peñón,7.56E+18,164200267,0
El Gran Limonar,8.48E+18,164161470,0
Industrial,-5.04E+18,164148671.5,0
Urbanización Colseguros,-3.58E+18,164116414,0
Aranjuez,8.69E+18,164073465,0
Urbanización San Juaquín,1.12E+18,164041525,0
Urbanización San Juaquín,2.30E+18,164040020,0
El Peñón,-7.92E+18,164016688,0
Urbanización San Juaquín,-2.29E+18,163998230,0
Urbanización San Juaquín,-6.86E+18,163992180,0
Urbanización San Juaquín,-5.56E+18,163992180,0
San Pedro,-4.47E+18,163945342,0
Santa Mónica Residencial,8.62E+18,163849015,0
San Nicolás,-7.10E+18,163743712,0
La Hacienda,-9.06E+18,163707725.5,0
Urbanización Colseguros,5.56E+18,163663214,0
Ciudad Los Álamos,-3.16E+18,163611070,0
Santa Mónica Residencial,3.90E+18,163518564,0
San Vicente,5.40E+18,163490926.5,0
Santa Mónica Residencial,9.55E+17,163488523,0
Santa Mónica Residencial,7.38E+18,163488523,0
Santa Mónica Residencial,3.75E+18,163488523,0
Parcelaciones Pance,5.65E+18,163475895,0
Parcelaciones Pance,6.18E+18,163475895,0
San Vicente,3.12E+18,163384567.5,0
Los Cambulos,-6.35E+18,163353565,0
Canaveralejo-Seguros Patria,-4.87E+18,163329529,0
Canaveralejo-Seguros Patria,5.65E+18,163329529,0
Canaveralejo-Seguros Patria,-7.60E+18,163329529,0
Santa Anita,-1.54E+18,163245735,0
Santa Anita,9.18E+17,163245735,0
Sucre,-2.21E+18,163220945,0
San Vicente,-2.01E+18,163128240,0
Barrio Eucarístico,4.94E+18,163125611,0
Barrio Eucarístico,7.17E+18,163089751,0
Santa Mónica Residencial,9.01E+18,163077381.5,0
Vipasa,5.66E+18,163021771,0
Buenos Aires,-1.98E+18,162925950,0
Alfonso López III,5.58E+18,162879780,0
Ciudad Los Álamos,8.44E+18,162804180,0
Ciudad Los Álamos,-4.05E+18,162804180,0
Ciudad Los Álamos,-3.79E+18,162804180,0
Ciudad Los Álamos,-2.81E+18,162804180,0
Ciudad Los Álamos,-1.88E+18,162804180,0
Ciudad Los Álamos,-4.80E+18,162804180,0
Ciudad Los Álamos,-8.50E+18,162804180,0
Ciudad Los Álamos,8.42E+18,162804180,0
Ciudad Los Álamos,-3.85E+18,162804180,0
Ciudad Los Álamos,4.01E+18,162804180,0
Ciudad Los Álamos,4.27E+18,162804180,0
Ciudad Los Álamos,5.33E+18,162804180,0
Ciudad Los Álamos,6.13E+18,162804180,0
Ciudad Los Álamos,-6.48E+18,162804180,0
Santa Mónica Residencial,4.07E+18,162666240,0
Santa Mónica Residencial,1.31E+18,162666240,0
San Pedro,-5.53E+18,162653106,0
San Nicolás,-4.50E+18,162640467,0
Champagnat,-3.61E+18,162634571,0
Champagnat,3.35E+17,162634571,0
Champagnat,-2.65E+18,162634571,0
Santa Mónica Residencial,4.28E+18,162625408,0
El Peñón,-3.45E+18,162461046,0
Prados del Norte,-1.89E+18,162403571,0
San Fernando Nuevo,5.31E+18,162397235,0
San Pedro,-2.87E+18,162342878.5,0
Evaristo García,-5.04E+18,162300495,0
Santa Rosa,-8.29E+18,162291536,0
Santa Rosa,-7.88E+18,162291536,0
San Vicente,1.16E+18,162245891.5,0
San Fernando Nuevo,3.10E+18,162236200,0
Urbanización La Flora,1.07E+18,162172725,0
San Nicolás,2.53E+18,162141606,0
San Nicolás,7.61E+18,162141606,0
San Vicente,4.90E+18,162089950,0
Departamental,-5.76E+18,162073320,0
Departamental,-3.73E+18,162073320,0
Departamental,9.02E+17,162073320,0
Departamental,1.46E+18,162073320,0
Santa Mónica Residencial,7.07E+18,162055256,0
Santa Anita,-3.44E+18,161975875,0
Santa Mónica Residencial,6.78E+18,161969720,0
Guayaquil,-6.41E+18,161966739,0
Santa Anita,-3.74E+18,161954615,0
Quintas de Don Simón,5.09E+18,161915615,0
Los Cambulos,-3.31E+18,161858850,0
Los Cambulos,4.27E+16,161858850,0
Los Cambulos,4.46E+18,161858850,0
Los Cambulos,-6.51E+18,161858850,0
Los Cambulos,2.92E+18,161858850,0
Los Cambulos,-7.74E+18,161858850,0
Granada,-3.44E+18,161819025,0
La Hacienda,6.86E+18,161769998.5,0
Ciudad Campestre,2.95E+18,161727055,0
Santa Mónica Residencial,2.81E+18,161623858,0
San Fernando Nuevo,-7.34E+18,161617965,0
San Fernando Nuevo,5.51E+18,161601825,0
Urbanización San Juaquín,-7.79E+18,161601720,0
Lili,2.71E+18,161548960,0
Alférez Real,-4.79E+18,161495760,0
Alférez Real,4.49E+18,161495760,0
San Nicolás,7.88E+18,161476051,0
Alférez Real,-8.12E+18,161385995,0
El Piloto,3.96E+18,161369050,0
Canaveralejo-Seguros Patria,9.03E+18,161360782,0
San Pedro,7.16E+18,161347538,0
El Calvario,-4.57E+18,161312115,0
Champagnat,1.51E+18,161268503,0
San Fernando Viejo,-4.80E+17,161182879,0
Canaveralejo-Seguros Patria,-8.33E+18,161152618,0
San Fernando Viejo,-1.89E+18,161147448,0
San Pedro,-3.56E+18,161139374,0
El Cedro,7.41E+18,161017411.5,0
Urbanización Colseguros,1.85E+18,161002336,0
San Nicolás,1.47E+18,160983911,0
Urbanización San Juaquín,6.48E+18,160936375,0
Barrio Eucarístico,2.87E+18,160921893,0
República de Israel,2.31E+18,160783364.5,0
La Hacienda,4.16E+18,160766441,0
San Fernando Nuevo,1.32E+18,160765635,0
La Hacienda,-4.77E+18,160756024,0
San Fernando Nuevo,-5.88E+18,160746585,0
El Prado,9.55E+17,160684715,0
El Prado,6.02E+18,160683825,0
El Prado,7.41E+18,160683825,0
San Fernando Nuevo,4.64E+18,160633015,0
San Fernando Nuevo,-2.63E+18,160584210,0
El Gran Limonar,6.61E+18,160364869.5,0
San Pedro,-9.00E+17,160336407,0
Metropolitano del Norte,-8.14E+18,160127565,0
Santa Mónica Residencial,3.97E+18,160127231,0
San Pedro,4.75E+18,160088841,0
San Vicente,8.16E+18,160038477.5,0
San Vicente,-8.52E+18,160031976.5,0
San Fernando Nuevo,6.56E+18,160002990,0
La Hacienda,-8.28E+18,159989115,0
Barrio Eucarístico,3.94E+18,159985969,0
San Fernando Nuevo,-8.53E+18,159967585,0
Santa Mónica Residencial,1.03E+18,159963380.5,0
San Vicente,-8.10E+18,159949097,0
San Vicente,-2.68E+18,159949097,0
San Vicente,-8.02E+18,159949097,0
San Vicente,1.76E+18,159949097,0
San Vicente,1.31E+18,159949097,0
San Vicente,-4.66E+18,159949097,0
San Vicente,3.78E+18,159949097,0
San Vicente,9.08E+18,159949097,0
San Vicente,7.33E+18,159949097,0
San Vicente,4.67E+18,159949097,0
San Vicente,-5.14E+18,159949097,0
San Vicente,-4.66E+17,159949097,0
San Vicente,-1.28E+18,159949097,0
San Vicente,2.22E+18,159949097,0
San Vicente,1.55E+18,159949097,0
San Vicente,-1.59E+17,159949097,0
San Vicente,7.38E+18,159949097,0
San Vicente,-3.62E+18,159949097,0
San Vicente,-8.61E+18,159949097,0
San Vicente,7.92E+18,159949097,0
San Vicente,5.77E+18,159949097,0
San Vicente,-8.06E+18,159949097,0
San Vicente,4.66E+18,159949097,0
San Vicente,2.27E+18,159949097,0
San Vicente,-5.45E+17,159949097,0
San Vicente,-3.44E+18,159949097,0
San Vicente,8.51E+18,159949097,0
San Vicente,8.65E+18,159949097,0
San Vicente,9.68E+16,159949097,0
San Vicente,-6.05E+17,159949097,0
San Vicente,1.39E+18,159949097,0
San Vicente,1.26E+18,159949097,0
San Vicente,1.38E+18,159949097,0
San Vicente,-2.05E+18,159949097,0
San Vicente,-5.14E+18,159949097,0
San Vicente,4.13E+18,159949097,0
San Vicente,8.57E+18,159949097,0
San Vicente,-3.73E+18,159949097,0
San Vicente,8.06E+18,159949097,0
San Vicente,-7.49E+18,159949097,0
San Vicente,-7.81E+16,159949097,0
San Vicente,-1.73E+18,159949097,0
San Vicente,-6.90E+18,159949097,0
San Vicente,-2.21E+18,159949097,0
San Vicente,-9.03E+18,159949097,0
San Vicente,-5.90E+18,159949097,0
San Vicente,5.89E+18,159949097,0
San Vicente,2.34E+18,159949097,0
San Vicente,-5.87E+18,159949097,0
San Vicente,3.50E+18,159949097,0
San Vicente,2.34E+18,159949097,0
San Vicente,7.50E+18,159949097,0
San Vicente,-2.63E+18,159949097,0
San Vicente,3.96E+18,159949097,0
San Vicente,1.63E+17,159949097,0
San Vicente,-3.14E+18,159949097,0
San Vicente,2.93E+18,159949097,0
San Vicente,-6.08E+18,159949097,0
San Vicente,-1.50E+18,159949097,0
San Vicente,2.56E+18,159949097,0
San Vicente,1.02E+18,159949097,0
San Vicente,3.34E+18,159949097,0
San Vicente,3.20E+18,159949097,0
San Vicente,-5.56E+17,159949097,0
San Vicente,-4.77E+18,159949097,0
San Vicente,-6.35E+18,159949097,0
San Vicente,-2.41E+18,159949097,0
San Vicente,3.16E+18,159949097,0
San Vicente,3.87E+18,159949097,0
San Vicente,8.51E+18,159949097,0
San Vicente,-3.15E+18,159949097,0
San Vicente,-6.60E+18,159949097,0
San Vicente,8.82E+18,159949097,0
San Vicente,8.21E+17,159949097,0
San Vicente,-7.32E+17,159949097,0
San Vicente,2.42E+18,159949097,0
San Vicente,1.06E+18,159949097,0
San Vicente,4.04E+18,159949097,0
San Vicente,1.12E+18,159949097,0
San Vicente,-4.33E+18,159949097,0
San Vicente,5.87E+18,159949097,0
Santa Mónica Residencial,-2.60E+18,159880259,0
San Fernando Viejo,-8.94E+18,159851934,0
Santa Mónica Residencial,1.84E+18,159734470.5,0
San Pedro,-6.14E+18,159677468.5,0
Las Acacias,1.92E+18,159509150,0
Urbanización La Flora,-8.31E+18,159472368,0
San Pedro,1.29E+18,159462226,0
San Pedro,-8.39E+18,159454581,0
San Fernando Nuevo,-1.34E+18,159390310,0
San Fernando Nuevo,-5.93E+18,159356910,0
Los Cambulos,-7.76E+18,159345400,0
San Fernando Nuevo,-8.41E+18,159317030,0
Industrial,-3.44E+18,159262026,0
Industrial,-2.08E+18,159262026,0
Industrial,-5.24E+18,159262026,0
Industrial,7.47E+18,159262026,0
La Hacienda,-1.88E+17,159222206,0
La Hacienda,9.02E+17,159222206,0
La Hacienda,-7.32E+18,159222206,0
La Hacienda,-5.65E+18,159222206,0
La Hacienda,-7.59E+18,159222206,0
La Hacienda,2.42E+18,159222206,0
La Hacienda,6.76E+18,159222206,0
La Hacienda,4.37E+18,159222206,0
La Hacienda,-4.29E+17,159222206,0
La Hacienda,5.07E+18,159222206,0
La Hacienda,-7.19E+18,159222206,0
La Hacienda,-7.53E+18,159222206,0
San Fernando Nuevo,3.38E+18,159207675,0
San Fernando Nuevo,-2.72E+18,159198265,0
San Fernando Nuevo,-7.77E+18,159164900,0
San Fernando Nuevo,5.08E+18,159147015,0
San Fernando Nuevo,-1.42E+16,159131305,0
San Fernando Nuevo,7.46E+18,159131305,0
San Fernando Nuevo,4.02E+18,159130205,0
San Fernando Nuevo,5.66E+17,159123050,0
San Fernando Nuevo,6.64E+18,159106905,0
San Fernando Nuevo,7.04E+18,159093090,0
San Fernando Nuevo,-3.55E+18,159090945,0
Camino Real-Los Fundadores,6.12E+18,159073740,0
Camino Real-Los Fundadores,7.37E+17,159073740,0
San Fernando Nuevo,-2.59E+18,159065095,0
San Fernando Nuevo,1.15E+18,159065090,0
San Fernando Nuevo,-9.04E+17,159065085,0
San Fernando Nuevo,-4.87E+18,159061965,0
San Fernando Nuevo,-3.94E+18,159055155,0
San Fernando Nuevo,-2.81E+18,159050595,0
San Fernando Nuevo,-5.81E+18,159036105,0
San Fernando Nuevo,-9.15E+18,159036105,0
San Fernando Nuevo,3.14E+18,159036105,0
San Fernando Nuevo,7.38E+18,159012640,0
Los Guayacanes,-9.11E+18,158990220,0
Los Guayacanes,-4.80E+18,158990220,0
Los Guayacanes,3.61E+18,158990220,0
Las Acacias,-1.65E+18,158989950,0
San Pedro,-1.82E+18,158980563.5,0
El Calvario,-1.96E+17,158957870,0
Santa Mónica Residencial,-5.33E+18,158928104.5,0
Urbanización La Flora,-9.36E+17,158896578.5,0
Santa Anita,3.84E+18,158873850,0
Industrial,8.86E+18,158873242,0
Industrial,-7.79E+17,158873242,0
